,0
1091,0
1092,25
1093,11
1094,35
1095,22
1096,11
1097,5
1098,35
1099,41
1100,12
1101,8
1102,11
1103,18
1104,18
1105,11
1106,39
1107,2
1108,9
1109,38
1110,38
1111,8
1112,4
1113,2
1114,10
1115,25
1116,3
1117,5
1118,5
1119,36
1120,16
1121,39
1122,38
1123,11
1124,4
1125,9
1126,13
1127,13
1128,1
1129,7
1130,12
1131,5
1132,1
1133,2
1134,23
1135,1
1136,2
1137,12
1138,1
1139,1
1140,37
1141,4
1142,28
1143,10
1144,26
1145,3
1146,5
1147,13
1148,33
1149,3
1150,1
1151,17
1152,7
1153,10
1154,1
1155,19
1156,11
1157,41
1158,30
1159,5
1160,28
1161,10
1162,29
1163,42
1164,34
1165,29
1166,2
1167,42
1168,13
1169,13
1170,9
1171,42
1172,5
1173,11
1174,11
1175,12
1176,28
1177,22
1178,3
1179,3
1180,12
1181,1
1182,3
1183,1
1184,1
1185,10
1186,3
1187,22
1188,38
1189,3
1190,14
1191,25
1192,22
1193,4
1194,4
1195,5
1196,7
1197,12
1198,1
1199,6
1200,41
1201,16
1202,12
1203,13
1204,25
1205,7
1206,14
1207,25
1208,38
1209,8
1210,5
1211,11
1212,5
1213,7
1214,18
1215,5
1216,30
1217,38
1218,20
1219,17
1220,42
1221,9
1222,4
1223,10
1224,26
1225,25
1226,38
1227,4
1228,1
1229,5
1230,35
1231,21
1232,2
1233,4
1234,4
1235,7
1236,36
1237,14
1238,21
1239,1
1240,8
1241,35
1242,33
1243,2
1244,4
1245,5
1246,38
1247,8
1248,10
1249,8
1250,13
1251,25
1252,11
1253,10
1254,13
1255,8
1256,13
1257,1
1258,12
1259,14
1260,27
1261,36
1262,25
1263,2
1264,31
1265,13
1266,28
1267,10
1268,4
1269,9
1270,12
1271,35
1272,38
1273,5
1274,38
1275,38
1276,40
1277,29
1278,2
1279,1
1280,9
1281,8
1282,31
1283,4
1284,13
1285,5
1286,3
1287,13
1288,4
1289,33
1290,17
1291,3
1292,10
1293,5
1294,13
1295,35
1296,25
1297,24
1298,33
1299,2
1300,18
1301,7
1302,40
1303,16
1304,17
1305,38
1306,1
1307,25
1308,38
1309,12
1310,10
1311,1
1312,17
1313,28
1314,10
1315,9
1316,25
1317,10
1318,20
1319,11
1320,2
1321,29
1322,35
1323,18
1324,2
1325,13
1326,31
1327,26
1328,2
1329,10
1330,17
1331,16
1332,3
1333,7
1334,17
1335,17
1336,10
1337,12
1338,38
1339,38
1340,1
1341,25
1342,38
1343,41
1344,25
1345,0
1346,1
1347,27
1348,17
1349,18
1350,41
1351,38
1352,15
1353,9
1354,38
1355,22
1356,5
1357,1
1358,5
1359,14
1360,38
1361,38
1362,36
1363,36
1364,11
1365,38
1366,13
1367,2
1368,38
1369,6
1370,12
1371,39
1372,18
1373,36
1374,12
1375,4
1376,4
1377,35
1378,16
1379,5
1380,1
1381,10
1382,32
1383,11
1384,13
1385,12
1386,13
1387,34
1388,4
1389,10
1390,1
1391,4
1392,25
1393,31
1394,2
1395,38
1396,11
1397,33
1398,5
1399,12
1400,19
1401,1
1402,13
1403,16
1404,2
1405,11
1406,9
1407,38
1408,12
1409,8
1410,3
1411,26
1412,4
1413,31
1414,1
1415,4
1416,1
1417,41
1418,25
1419,12
1420,11
1421,2
1422,8
1423,33
1424,12
1425,15
1426,12
1427,8
1428,9
1429,1
1430,8
1431,10
1432,1
1433,11
1434,11
1435,14
1436,12
1437,14
1438,11
1439,25
1440,9
1441,13
1442,3
1443,25
1444,23
1445,2
1446,3
1447,1
1448,4
1449,1
1450,2
1451,13
1452,35
1453,33
1454,18
1455,35
1456,10
1457,40
1458,8
1459,13
1460,18
1461,14
1462,17
1463,16
1464,10
1465,37
1466,28
1467,5
1468,39
1469,25
1470,38
1471,6
1472,36
1473,4
1474,11
1475,4
1476,4
1477,2
1478,13
1479,7
1480,8
1481,26
1482,5
1483,29
1484,2
1485,12
1486,10
1487,36
1488,11
1489,15
1490,31
1491,35
1492,12
1493,25
1494,9
1495,25
1496,13
1497,5
1498,27
1499,2
1500,15
1501,15
1502,38
1503,38
1504,30
1505,12
1506,10
1507,1
1508,18
1509,28
1510,8
1511,2
1512,9
1513,19
1514,1
1515,4
1516,5
1517,26
1518,38
1519,18
1520,9
1521,37
1522,17
1523,22
1524,7
1525,16
1526,26
1527,34
1528,13
1529,7
1530,28
1531,8
1532,24
1533,12
1534,8
1535,5
1536,8
1537,10
1538,14
1539,5
1540,5
1541,3
1542,36
1543,12
1544,12
1545,38
1546,11
1547,34
1548,2
1549,34
1550,36
1551,7
1552,18
1553,38
1554,1
1555,25
1556,1
1557,10
1558,19
1559,3
1560,10
1561,4
1562,15
1563,38
1564,2
1565,6
1566,5
1567,35
1568,10
1569,5
1570,10
1571,8
1572,11
1573,3
1574,10
1575,12
1576,2
1577,14
1578,32
1579,18
1580,6
1581,13
1582,3
1583,33
1584,25
1585,17
1586,1
1587,8
1588,13
1589,13
1590,2
1591,6
1592,17
1593,8
1594,4
1595,12
1596,17
1597,39
1598,7
1599,38
1600,36
1601,13
1602,31
1603,25
1604,32
1605,13
1606,12
1607,17
1608,13
1609,13
1610,8
1611,2
1612,24
1613,26
1614,3
1615,9
1616,1
1617,13
1618,38
1619,38
1620,16
1621,2
1622,7
1623,5
1624,33
1625,31
1626,18
1627,1
1628,2
1629,20
1630,14
1631,11
1632,4
1633,8
1634,38
1635,12
1636,18
1637,9
1638,3
1639,10
1640,12
1641,1
1642,11
1643,3
1644,38
1645,28
1646,31
1647,19
1648,40
1649,28
1650,24
1651,42
1652,1
1653,1
1654,2
1655,31
1656,10
1657,2
1658,35
1659,26
1660,27
1661,36
1662,7
1663,2
1664,8
1665,7
1666,3
1667,5
1668,13
1669,13
1670,20
1671,3
1672,26
1673,3
1674,10
1675,42
1676,11
1677,8
1678,4
1679,11
1680,13
1681,23
1682,1
1683,23
1684,36
1685,1
1686,7
1687,2
1688,1
1689,14
1690,25
1691,35
1692,13
1693,13
1694,17
1695,33
1696,10
1697,2
1698,28
1699,16
1700,5
1701,8
1702,9
1703,38
1704,8
1705,31
1706,39
1707,1
1708,1
1709,32
1710,38
1711,1
1712,7
1713,33
1714,5
1715,31
1716,18
1717,29
1718,11
1719,3
1720,7
1721,38
1722,33
1723,2
1724,20
1725,10
1726,24
1727,38
1728,9
1729,4
1730,9
1731,18
1732,4
1733,9
1734,6
1735,15
1736,5
1737,10
1738,2
1739,29
1740,1
1741,13
1742,13
1743,38
1744,4
1745,30
1746,9
1747,9
1748,28
1749,12
1750,18
1751,26
1752,11
1753,18
1754,5
1755,4
1756,9
1757,14
1758,25
1759,35
1760,14
1761,2
1762,11
1763,38
1764,10
1765,10
1766,35
1767,12
1768,4
1769,38
1770,17
1771,15
1772,2
1773,2
1774,9
1775,31
1776,10
1777,2
1778,5
1779,17
1780,13
1781,1
1782,31
1783,35
1784,10
1785,2
1786,34
1787,2
1788,11
1789,31
1790,32
1791,11
1792,7
1793,38
1794,9
1795,17
1796,1
1797,13
1798,8
1799,25
1800,35
1801,5
1802,17
1803,22
1804,18
1805,27
1806,4
1807,8
1808,25
1809,13
1810,12
1811,18
1812,12
1813,25
1814,21
1815,9
1816,6
1817,31
1818,1
1819,17
1820,26
1821,21
1822,5
1823,5
1824,9
1825,1
1826,4
1827,4
1828,9
1829,13
1830,6
1831,18
1832,25
1833,10
1834,12
1835,4
1836,5
1837,10
1838,12
1839,5
1840,1
1841,4
1842,10
1843,1
1844,1
1845,17
1846,10
1847,1
1848,1
1849,5
1850,9
1851,37
1852,32
1853,13
1854,40
1855,0
1856,38
1857,4
1858,25
1859,13
1860,8
1861,35
1862,10
1863,10
1864,1
1865,13
1866,12
1867,34
1868,38
1869,5
1870,8
1871,1
1872,38
1873,3
1874,10
1875,11
1876,35
1877,42
1878,38
1879,7
1880,13
1881,5
1882,3
1883,19
1884,4
1885,38
1886,4
1887,3
1888,23
1889,9
1890,30
1891,4
1892,37
1893,28
1894,25
1895,25
1896,12
1897,5
1898,25
1899,11
1900,4
1901,25
1902,40
1903,10
1904,3
1905,33
1906,30
1907,10
1908,36
1909,17
1910,21
1911,24
1912,28
1913,5
1914,25
1915,18
1916,2
1917,17
1918,12
1919,4
1920,33
1921,11
1922,13
1923,17
1924,15
1925,38
1926,10
1927,17
1928,24
1929,28
1930,25
1931,1
1932,4
1933,12
1934,12
1935,18
1936,38
1937,13
1938,2
1939,11
1940,13
1941,13
1942,3
1943,32
1944,22
1945,8
1946,35
1947,15
1948,36
1949,17
1950,13
1951,37
1952,21
1953,12
1954,3
1955,31
1956,2
1957,12
1958,7
1959,1
1960,10
1961,38
1962,12
1963,36
1964,36
1965,32
1966,25
1967,13
1968,9
1969,42
1970,12
1971,12
1972,13
1973,0
1974,11
1975,0
1976,7
1977,14
1978,2
1979,10
1980,16
1981,9
1982,1
1983,2
1984,34
1985,17
1986,14
1987,1
1988,6
1989,12
1990,10
1991,0
1992,2
1993,13
1994,1
1995,4
1996,9
1997,38
1998,1
1999,10
2000,41
2001,1
2002,1
2003,3
2004,12
2005,23
2006,36
2007,4
2008,39
2009,10
2010,13
2011,25
2012,7
2013,3
2014,1
2015,16
2016,12
2017,40
2018,4
2019,38
2020,17
2021,1
2022,12
2023,38
2024,25
2025,2
2026,6
2027,20
2028,20
2029,18
2030,10
2031,9
2032,9
2033,17
2034,5
2035,3
2036,12
2037,24
2038,3
2039,2
2040,38
2041,38
2042,26
2043,5
2044,4
2045,7
2046,13
2047,8
2048,10
2049,7
2050,17
2051,10
2052,39
2053,17
2054,38
2055,23
2056,1
2057,9
2058,1
2059,2
2060,4
2061,35
2062,4
2063,25
2064,26
2065,36
2066,18
2067,8
2068,3
2069,4
2070,12
2071,38
2072,17
2073,22
2074,2
2075,10
2076,9
2077,26
2078,5
2079,20
2080,12
2081,10
2082,22
2083,10
2084,13
2085,30
2086,1
2087,32
2088,0
2089,5
2090,14
2091,11
2092,34
2093,42
2094,38
2095,5
2096,38
2097,7
2098,13
2099,7
2100,4
2101,35
2102,5
2103,30
2104,29
2105,25
2106,7
2107,1
2108,38
2109,35
2110,9
2111,38
2112,20
2113,10
2114,26
2115,2
2116,39
2117,8
2118,41
2119,13
2120,9
2121,9
2122,33
2123,9
2124,1
2125,16
2126,25
2127,8
2128,18
2129,4
2130,18
2131,42
2132,41
2133,14
2134,18
2135,20
2136,17
2137,7
2138,1
2139,1
2140,12
2141,24
2142,39
2143,38
2144,15
2145,6
2146,34
2147,25
2148,12
2149,12
2150,1
2151,13
2152,12
2153,31
2154,13
2155,9
2156,8
2157,28
2158,25
2159,7
2160,13
2161,38
2162,7
2163,28
2164,41
2165,10
2166,3
2167,10
2168,36
2169,34
2170,12
2171,25
2172,26
2173,7
2174,15
2175,40
2176,35
2177,2
2178,31
2179,3
2180,14
2181,10
2182,9
2183,3
2184,8
2185,38
2186,17
2187,31
2188,7
2189,9
2190,40
2191,8
2192,2
2193,6
2194,12
2195,35
2196,3
2197,13
2198,28
2199,8
2200,13
2201,9
2202,21
2203,35
2204,4
2205,10
2206,2
2207,22
2208,33
2209,12
2210,9
2211,31
2212,10
2213,38
2214,38
2215,10
2216,8
2217,30
2218,8
2219,30
2220,25
2221,25
2222,9
2223,7
2224,11
2225,35
2226,14
2227,34
2228,21
2229,2
2230,6
2231,11
2232,10
2233,35
2234,2
2235,15
2236,5
2237,35
2238,23
2239,4
2240,9
2241,13
2242,20
2243,5
2244,15
2245,37
2246,38
2247,36
2248,2
2249,16
2250,2
2251,7
2252,9
2253,2
2254,20
2255,13
2256,3
2257,13
2258,11
2259,11
2260,1
2261,31
2262,4
2263,3
2264,23
2265,7
2266,7
2267,8
2268,9
2269,1
2270,4
2271,11
2272,2
2273,23
2274,26
2275,38
2276,16
2277,9
2278,20
2279,6
2280,27
2281,10
2282,11
2283,38
2284,10
2285,4
2286,10
2287,2
2288,38
2289,33
2290,11
2291,22
2292,4
2293,25
2294,38
2295,2
2296,1
2297,23
2298,22
2299,10
2300,3
2301,11
2302,30
2303,25
2304,30
2305,35
2306,18
2307,30
2308,2
2309,1
2310,2
2311,4
2312,12
2313,2
2314,11
2315,9
2316,28
2317,10
2318,5
2319,1
2320,7
2321,3
2322,13
2323,12
2324,38
2325,12
2326,25
2327,4
2328,27
2329,9
2330,7
2331,27
2332,15
2333,38
2334,40
2335,13
2336,11
2337,36
2338,12
2339,25
2340,2
2341,6
2342,13
2343,7
2344,30
2345,1
2346,33
2347,4
2348,36
2349,1
2350,7
2351,38
2352,9
2353,11
2354,4
2355,12
2356,3
2357,38
2358,11
2359,6
2360,11
2361,9
2362,5
2363,12
2364,7
2365,17
2366,1
2367,5
2368,20
2369,35
2370,35
2371,17
2372,10
2373,3
2374,2
2375,9
2376,25
2377,3
2378,38
2379,2
2380,16
2381,5
2382,9
2383,25
2384,5
2385,38
2386,2
2387,2
2388,19
2389,20
2390,5
2391,30
2392,2
2393,1
2394,14
2395,33
2396,36
2397,20
2398,20
2399,8
2400,26
2401,2
2402,28
2403,12
2404,12
2405,29
2406,38
2407,17
2408,5
2409,8
2410,25
2411,1
2412,11
2413,26
2414,9
2415,13
2416,7
2417,3
2418,30
2419,38
2420,2
2421,3
2422,10
2423,34
2424,8
2425,29
2426,16
2427,8
2428,2
2429,2
2430,31
2431,20
2432,8
2433,9
2434,2
2435,9
2436,18
2437,1
2438,4
2439,18
2440,11
2441,10
2442,0
2443,18
2444,12
2445,12
2446,24
2447,15
2448,17
2449,26
2450,33
2451,4
2452,8
2453,35
2454,15
2455,11
2456,26
2457,12
2458,11
2459,6
2460,34
2461,3
2462,12
2463,7
2464,2
2465,3
2466,11
2467,10
2468,31
2469,4
2470,9
2471,7
2472,26
2473,5
2474,2
2475,25
2476,9
2477,33
2478,38
2479,4
2480,18
2481,35
2482,3
2483,5
2484,5
2485,2
2486,38
2487,35
2488,11
2489,3
2490,7
2491,5
2492,16
2493,4
2494,5
2495,30
2496,36
2497,12
2498,25
2499,9
2500,8
2501,13
2502,14
2503,7
2504,23
2505,5
2506,4
2507,9
2508,1
2509,9
2510,23
2511,4
2512,9
2513,3
2514,15
2515,18
2516,7
2517,33
2518,2
2519,3
2520,17
2521,10
2522,38
2523,23
2524,5
2525,10
2526,25
2527,6
2528,2
2529,9
2530,23
2531,31
2532,1
2533,12
2534,33
2535,7
2536,36
2537,4
2538,16
2539,25
2540,13
2541,13
2542,13
2543,33
2544,12
2545,21
2546,7
2547,11
2548,38
2549,29
2550,5
2551,12
2552,35
2553,13
2554,12
2555,36
2556,25
2557,2
2558,14
2559,33
2560,4
2561,1
2562,1
2563,3
2564,25
2565,30
2566,6
2567,5
2568,38
2569,22
2570,16
2571,7
2572,2
2573,33
2574,25
2575,38
2576,38
2577,2
2578,23
2579,24
2580,1
2581,13
2582,24
2583,29
2584,41
2585,21
2586,10
2587,35
2588,3
2589,0
2590,8
2591,23
2592,38
2593,38
2594,38
2595,18
2596,2
2597,7
2598,9
2599,6
2600,33
2601,13
2602,41
2603,12
2604,35
2605,10
2606,4
2607,17
2608,38
2609,14
2610,2
2611,12
2612,15
2613,9
2614,28
2615,2
2616,20
2617,38
2618,4
2619,10
2620,1
2621,12
2622,10
2623,8
2624,25
2625,39
2626,17
2627,33
2628,3
2629,1
2630,24
2631,5
2632,39
2633,16
2634,11
2635,15
2636,12
2637,3
2638,7
2639,8
2640,7
2641,13
2642,10
2643,13
2644,36
2645,7
2646,17
2647,18
2648,21
2649,10
2650,1
2651,9
2652,22
2653,17
2654,23
2655,7
2656,38
2657,14
2658,38
2659,1
2660,1
2661,13
2662,39
2663,15
2664,28
2665,41
2666,22
2667,13
2668,11
2669,40
2670,13
2671,38
2672,17
2673,35
2674,2
2675,6
2676,10
2677,30
2678,38
2679,4
2680,35
2681,5
2682,17
2683,8
2684,34
2685,33
2686,13
2687,12
2688,38
2689,30
2690,13
2691,6
2692,30
2693,7
2694,12
2695,5
2696,1
2697,18
2698,30
2699,13
2700,25
2701,4
2702,9
2703,11
2704,30
2705,42
2706,26
2707,25
2708,7
2709,4
2710,1
2711,1
2712,1
2713,28
2714,35
2715,7
2716,10
2717,10
2718,39
2719,1
2720,9
2721,36
2722,35
2723,11
2724,3
2725,36
2726,7
2727,38
2728,3
2729,30
2730,32
2731,9
2732,30
2733,6
2734,38
2735,9
2736,8
2737,4
2738,18
2739,18
2740,12
2741,36
2742,12
2743,4
2744,10
2745,4
2746,8
2747,4
2748,9
2749,9
2750,10
2751,12
2752,5
2753,38
2754,17
2755,13
2756,12
2757,10
2758,16
2759,25
2760,8
2761,35
2762,25
2763,42
2764,28
2765,9
2766,4
2767,24
2768,38
2769,41
2770,14
2771,2
2772,2
2773,7
2774,7
2775,5
2776,4
2777,10
2778,2
2779,17
2780,2
2781,13
2782,4
2783,2
2784,3
2785,6
2786,8
2787,25
2788,7
2789,8
2790,8
2791,11
2792,8
2793,5
2794,8
2795,12
2796,13
2797,32
2798,31
2799,8
2800,4
2801,10
2802,1
2803,28
2804,1
2805,4
2806,7
2807,26
2808,11
2809,12
2810,4
2811,33
2812,10
2813,10
2814,1
2815,2
2816,40
2817,4
2818,12
2819,38
2820,2
2821,10
2822,38
2823,2
2824,23
2825,38
2826,38
2827,3
2828,28
2829,31
2830,8
2831,2
2832,8
2833,3
2834,38
2835,13
2836,38
2837,35
2838,33
2839,9
2840,42
2841,10
2842,38
2843,1
2844,1
2845,12
2846,38
2847,37
2848,39
2849,8
2850,16
2851,31
2852,4
2853,30
2854,13
2855,25
2856,10
2857,24
2858,39
2859,5
2860,36
2861,3
2862,5
2863,11
2864,10
2865,8
2866,25
2867,12
2868,26
2869,17
2870,26
2871,10
2872,9
2873,1
2874,7
2875,8
2876,8
2877,25
2878,41
2879,25
2880,3
2881,30
2882,7
2883,36
2884,18
2885,16
2886,14
2887,1
2888,34
2889,12
2890,10
2891,8
2892,9
2893,38
2894,18
2895,8
2896,28
2897,12
2898,38
2899,13
2900,28
2901,17
2902,2
2903,27
2904,7
2905,4
2906,2
2907,12
2908,23
2909,4
2910,18
2911,13
2912,13
2913,18
2914,33
2915,3
2916,38
2917,10
2918,12
2919,38
2920,25
2921,2
2922,3
2923,5
2924,2
2925,18
2926,17
2927,17
2928,9
2929,2
2930,5
2931,1
2932,8
2933,7
2934,12
2935,31
2936,12
2937,37
2938,25
2939,13
2940,29
2941,32
2942,30
2943,16
2944,10
2945,7
2946,3
2947,1
2948,9
2949,13
2950,5
2951,3
2952,13
2953,31
2954,40
2955,34
2956,25
2957,35
2958,8
2959,8
2960,4
2961,21
2962,9
2963,20
2964,8
2965,1
2966,13
2967,24
2968,31
2969,18
2970,27
2971,9
2972,10
2973,5
2974,11
2975,13
2976,5
2977,35
2978,0
2979,25
2980,9
2981,15
2982,9
2983,25
2984,35
2985,11
2986,12
2987,1
2988,4
2989,13
2990,5
2991,38
2992,33
2993,38
2994,3
2995,25
2996,12
2997,10
