,0
1607,7
1608,17
1609,35
1610,34
1611,14
1612,18
1613,4
1614,22
1615,5
1616,15
1617,31
1618,2
1619,2
1620,14
1621,35
1622,9
1623,31
1624,9
1625,2
1626,12
1627,38
1628,13
1629,10
1630,12
1631,10
1632,38
1633,27
1634,11
1635,33
1636,4
1637,23
1638,38
1639,38
1640,41
1641,3
1642,10
1643,5
1644,35
1645,3
1646,14
1647,14
1648,8
1649,36
1650,13
1651,26
1652,18
1653,14
1654,3
1655,39
1656,12
1657,1
1658,8
1659,34
1660,18
1661,12
1662,16
1663,4
1664,36
1665,2
1666,4
1667,2
1668,3
1669,10
1670,38
1671,28
1672,25
1673,25
1674,12
1675,33
1676,11
1677,10
1678,4
1679,14
1680,13
1681,25
1682,8
1683,5
1684,3
1685,14
1686,14
1687,7
1688,38
1689,5
1690,1
1691,2
1692,5
1693,25
1694,4
1695,13
1696,20
1697,2
1698,38
1699,1
1700,9
1701,12
1702,3
1703,7
1704,13
1705,12
1706,2
1707,38
1708,11
1709,11
1710,13
1711,13
1712,2
1713,13
1714,5
1715,12
1716,2
1717,8
1718,26
1719,3
1720,18
1721,10
1722,30
1723,25
1724,29
1725,4
1726,13
1727,1
1728,15
1729,10
1730,13
1731,13
1732,8
1733,7
1734,1
1735,13
1736,10
1737,10
1738,38
1739,33
1740,28
1741,1
1742,24
1743,28
1744,5
1745,26
1746,17
1747,26
1748,8
1749,3
1750,10
1751,23
1752,12
1753,31
1754,32
1755,13
1756,31
1757,25
1758,1
1759,18
1760,2
1761,13
1762,12
1763,8
1764,7
1765,2
1766,5
1767,1
1768,5
1769,13
1770,9
1771,16
1772,39
1773,10
1774,2
1775,11
1776,14
1777,18
1778,1
1779,33
1780,38
1781,12
1782,31
1783,18
1784,1
1785,32
1786,2
1787,15
1788,2
1789,18
1790,14
1791,9
1792,3
1793,3
1794,15
1795,3
1796,19
1797,5
1798,9
1799,1
1800,35
1801,5
1802,38
1803,1
1804,18
1805,13
1806,7
1807,26
1808,2
1809,2
1810,31
1811,9
1812,32
1813,11
1814,4
1815,14
1816,20
1817,12
1818,38
1819,33
1820,13
1821,4
1822,12
1823,24
1824,38
1825,38
1826,10
1827,36
1828,30
1829,18
1830,36
1831,13
1832,18
1833,31
1834,25
1835,2
1836,39
1837,25
1838,40
1839,18
1840,35
1841,5
1842,7
1843,4
1844,3
1845,9
1846,4
1847,17
1848,11
1849,5
1850,1
1851,35
1852,35
1853,14
1854,9
1855,21
1856,34
1857,12
1858,26
1859,10
1860,35
1861,33
1862,37
1863,5
1864,26
1865,30
1866,15
1867,35
1868,7
1869,38
1870,18
1871,15
1872,1
1873,5
1874,10
1875,14
1876,33
1877,0
1878,31
1879,12
1880,25
1881,18
1882,10
1883,11
1884,12
1885,33
1886,10
1887,7
1888,19
1889,1
1890,12
1891,11
1892,11
1893,18
1894,35
1895,35
1896,30
1897,25
1898,3
1899,5
1900,7
1901,38
1902,38
1903,12
1904,1
1905,4
1906,9
1907,12
1908,5
1909,29
1910,13
1911,14
1912,11
1913,10
1914,8
1915,8
1916,5
1917,10
1918,22
1919,2
1920,7
1921,6
1922,9
1923,13
1924,13
1925,3
1926,1
1927,14
1928,35
1929,0
1930,8
1931,7
1932,4
1933,3
1934,34
1935,2
1936,30
1937,13
1938,4
1939,1
1940,18
1941,41
1942,23
1943,2
1944,25
1945,12
1946,29
1947,1
1948,4
1949,33
1950,10
1951,38
1952,0
1953,25
1954,28
1955,4
1956,14
1957,38
1958,28
1959,35
1960,38
1961,23
1962,30
1963,13
1964,38
1965,8
1966,12
1967,13
1968,9
1969,25
1970,35
1971,0
1972,4
1973,9
1974,1
1975,3
1976,30
1977,2
1978,5
1979,3
1980,11
1981,31
1982,40
1983,38
1984,7
1985,33
1986,9
1987,38
1988,2
1989,9
1990,41
1991,8
1992,8
1993,2
1994,3
1995,13
1996,35
1997,9
1998,40
1999,26
2000,15
2001,26
2002,1
2003,18
2004,2
2005,4
2006,4
2007,5
2008,34
2009,10
2010,5
2011,18
2012,9
2013,4
2014,12
2015,22
2016,1
2017,7
2018,25
2019,9
2020,8
2021,12
2022,18
2023,1
2024,41
2025,12
2026,16
2027,28
2028,13
2029,26
2030,23
2031,17
2032,26
2033,1
2034,2
2035,4
2036,10
2037,5
2038,11
2039,9
2040,17
2041,21
2042,14
2043,3
2044,11
2045,12
2046,29
2047,13
2048,8
2049,23
2050,33
2051,4
2052,13
2053,17
2054,10
2055,23
2056,5
2057,42
2058,18
2059,12
2060,35
2061,35
2062,13
2063,13
2064,35
2065,15
2066,3
2067,5
2068,39
2069,10
2070,4
2071,5
2072,4
2073,1
2074,9
2075,21
2076,18
2077,3
2078,38
2079,9
2080,9
2081,14
2082,8
2083,34
2084,4
2085,4
2086,3
2087,2
2088,2
2089,31
2090,4
2091,15
2092,36
2093,3
2094,9
2095,38
2096,9
2097,29
2098,5
2099,35
2100,17
2101,30
2102,13
2103,2
2104,35
2105,4
2106,38
2107,27
2108,1
2109,4
2110,39
2111,18
2112,8
2113,7
2114,6
2115,10
2116,13
2117,11
2118,10
2119,35
2120,12
2121,2
2122,36
2123,5
2124,7
2125,13
2126,2
2127,3
2128,5
2129,38
2130,8
2131,12
2132,7
2133,14
2134,5
2135,5
2136,25
2137,35
2138,9
2139,3
2140,38
2141,4
2142,1
2143,20
2144,18
2145,1
2146,38
2147,10
2148,1
2149,36
2150,32
2151,10
2152,13
2153,35
2154,13
2155,12
2156,1
2157,13
2158,16
2159,10
2160,11
2161,5
2162,0
2163,18
2164,11
2165,6
2166,38
2167,4
2168,2
2169,9
2170,7
2171,15
2172,39
2173,13
2174,2
2175,22
2176,25
2177,5
2178,1
2179,2
2180,38
2181,13
2182,11
2183,17
2184,3
2185,7
2186,30
2187,9
2188,18
2189,40
2190,13
2191,8
2192,2
2193,16
2194,31
2195,12
2196,4
2197,15
2198,0
2199,7
2200,30
2201,9
2202,19
2203,17
2204,1
2205,10
2206,2
2207,5
2208,13
2209,5
2210,1
2211,12
2212,5
2213,23
2214,21
2215,8
2216,7
2217,1
2218,13
2219,5
2220,5
2221,28
2222,12
2223,37
2224,13
2225,1
2226,8
2227,31
2228,21
2229,30
2230,37
2231,1
2232,2
2233,17
2234,20
2235,12
2236,12
2237,12
2238,8
2239,22
2240,12
2241,13
2242,15
2243,18
2244,9
2245,8
2246,38
2247,13
2248,2
2249,2
2250,10
2251,35
2252,12
2253,9
2254,25
2255,13
2256,23
2257,11
2258,36
2259,35
2260,10
2261,14
2262,5
2263,10
2264,14
2265,6
2266,1
2267,33
2268,11
2269,2
2270,12
2271,25
2272,18
2273,10
2274,35
2275,23
2276,17
2277,9
2278,5
2279,1
2280,9
2281,4
2282,4
2283,18
2284,2
2285,33
2286,8
2287,28
2288,15
2289,2
2290,9
2291,6
2292,5
2293,12
2294,9
2295,38
2296,4
2297,5
2298,35
2299,31
2300,5
2301,18
2302,13
2303,5
2304,2
2305,3
2306,7
2307,38
2308,12
2309,5
2310,38
2311,9
2312,14
2313,13
2314,10
2315,10
2316,5
2317,11
2318,10
2319,14
2320,10
2321,2
2322,2
2323,8
2324,31
2325,38
2326,26
2327,38
2328,20
2329,5
2330,25
2331,8
2332,11
2333,15
2334,13
2335,12
2336,3
2337,8
2338,2
2339,38
2340,5
2341,31
2342,4
2343,38
2344,40
2345,22
2346,42
2347,13
2348,5
2349,13
2350,11
2351,10
2352,5
2353,30
2354,38
2355,31
2356,31
2357,13
2358,3
2359,5
2360,9
2361,7
2362,4
2363,2
2364,2
2365,10
2366,26
2367,5
2368,9
2369,36
2370,2
2371,4
2372,13
2373,28
2374,11
2375,32
2376,7
2377,36
2378,3
2379,6
2380,7
2381,11
2382,4
2383,28
2384,25
2385,13
2386,12
2387,38
2388,12
2389,15
2390,4
2391,10
2392,30
2393,22
2394,14
2395,13
2396,10
2397,5
2398,18
2399,1
2400,38
2401,4
2402,42
2403,10
2404,14
2405,24
2406,13
2407,35
2408,33
2409,17
2410,12
2411,40
2412,2
2413,25
2414,30
2415,17
2416,10
2417,23
2418,12
2419,9
2420,13
2421,12
2422,0
2423,9
2424,25
2425,9
2426,1
2427,13
2428,31
2429,3
2430,23
2431,12
2432,3
2433,26
2434,22
2435,4
2436,1
2437,4
2438,4
2439,5
2440,6
2441,4
2442,10
2443,13
2444,40
2445,10
2446,10
2447,4
2448,5
2449,30
2450,7
2451,2
2452,17
2453,33
2454,31
2455,4
2456,18
2457,9
2458,37
2459,38
2460,32
2461,1
2462,33
2463,10
2464,10
2465,17
2466,41
2467,41
2468,3
2469,26
2470,10
2471,1
2472,10
2473,38
2474,40
2475,40
2476,9
2477,33
2478,13
2479,11
2480,42
2481,34
2482,1
2483,35
2484,17
2485,1
2486,19
2487,13
2488,7
2489,2
2490,32
2491,0
2492,25
2493,10
2494,1
2495,8
2496,10
2497,2
2498,33
2499,35
2500,31
2501,39
2502,1
2503,10
2504,9
2505,2
2506,17
2507,2
2508,25
2509,14
2510,17
2511,2
2512,20
2513,4
2514,1
2515,13
2516,23
2517,38
2518,1
2519,1
2520,5
2521,17
2522,10
2523,21
2524,38
2525,7
2526,22
2527,2
2528,5
2529,22
2530,38
2531,4
2532,2
2533,11
2534,33
2535,9
2536,27
2537,31
2538,4
2539,15
2540,8
2541,13
2542,24
2543,25
2544,38
2545,38
2546,1
2547,41
2548,13
2549,23
2550,2
2551,26
2552,38
2553,15
2554,2
2555,5
2556,38
2557,15
2558,23
2559,7
2560,7
2561,18
2562,4
2563,2
2564,13
2565,13
2566,33
2567,2
2568,8
2569,2
2570,7
2571,25
2572,38
2573,4
2574,24
2575,8
2576,14
2577,2
2578,0
2579,7
2580,25
2581,16
2582,10
2583,10
2584,17
2585,34
2586,17
2587,34
2588,10
2589,2
2590,13
2591,26
2592,10
2593,3
2594,14
2595,35
2596,16
2597,17
2598,5
2599,10
2600,20
2601,7
2602,38
2603,2
2604,36
2605,8
2606,18
2607,38
2608,20
2609,5
2610,14
2611,7
2612,17
2613,4
2614,18
2615,4
2616,4
2617,25
2618,37
2619,10
2620,2
2621,4
2622,35
2623,17
2624,7
2625,7
2626,10
2627,26
2628,7
2629,34
2630,9
2631,7
2632,3
2633,10
2634,28
2635,40
2636,9
2637,8
2638,7
2639,8
2640,8
2641,38
2642,38
2643,9
2644,9
2645,2
2646,17
2647,8
2648,23
2649,18
2650,2
2651,17
2652,5
2653,9
2654,36
2655,22
2656,32
2657,3
2658,10
2659,1
2660,9
2661,6
2662,16
2663,22
2664,12
2665,4
2666,18
2667,13
2668,13
2669,10
2670,8
2671,1
2672,7
2673,9
2674,26
2675,22
2676,22
2677,10
2678,12
2679,6
2680,1
2681,26
2682,1
2683,25
2684,15
2685,38
2686,9
2687,13
2688,30
2689,2
2690,8
2691,38
2692,35
2693,5
2694,3
2695,10
2696,2
2697,7
2698,17
2699,3
2700,25
2701,9
2702,10
2703,31
2704,12
2705,8
2706,9
2707,27
2708,17
2709,4
2710,12
2711,12
2712,2
2713,25
2714,24
2715,9
2716,12
2717,24
2718,11
2719,14
2720,11
2721,11
2722,18
2723,17
2724,24
2725,31
2726,26
2727,31
2728,4
2729,30
2730,31
2731,18
2732,1
2733,11
2734,18
2735,4
2736,2
2737,13
2738,16
2739,10
2740,26
2741,38
2742,28
2743,2
2744,16
2745,38
2746,14
2747,4
2748,1
2749,13
2750,4
2751,1
2752,18
2753,2
2754,31
2755,10
2756,2
2757,12
2758,18
2759,16
2760,21
2761,12
2762,31
2763,25
2764,2
2765,24
2766,10
2767,38
2768,1
2769,8
2770,12
2771,1
2772,17
2773,7
2774,25
2775,10
2776,22
2777,5
2778,18
2779,2
2780,7
2781,38
2782,17
2783,1
2784,12
2785,12
2786,35
2787,11
2788,9
2789,5
2790,8
2791,15
2792,9
2793,8
2794,18
2795,31
2796,13
2797,21
2798,17
2799,34
2800,35
2801,41
2802,35
2803,2
2804,3
2805,13
2806,4
2807,13
2808,31
2809,8
2810,4
2811,26
2812,2
2813,6
2814,31
2815,1
2816,3
2817,21
2818,38
2819,2
2820,10
2821,8
2822,27
2823,33
2824,15
2825,38
2826,14
2827,8
2828,38
2829,14
2830,13
2831,6
2832,10
2833,4
2834,18
2835,25
2836,8
2837,3
2838,25
2839,4
2840,13
2841,33
2842,1
2843,6
2844,35
2845,12
2846,17
2847,3
2848,18
2849,7
2850,2
2851,4
2852,8
2853,12
2854,30
2855,6
2856,41
2857,12
2858,3
2859,6
2860,10
2861,1
2862,3
2863,12
2864,38
2865,10
2866,30
2867,1
2868,11
2869,11
2870,3
2871,34
2872,11
2873,8
2874,9
2875,5
2876,17
2877,14
2878,1
2879,28
2880,17
2881,18
2882,1
2883,10
2884,13
2885,13
2886,10
2887,2
2888,17
2889,11
2890,3
2891,18
2892,15
2893,8
2894,13
2895,6
2896,4
2897,7
2898,25
2899,40
2900,10
2901,31
2902,25
2903,30
2904,38
2905,12
2906,8
2907,11
2908,13
2909,15
2910,3
2911,25
2912,13
2913,9
2914,17
2915,18
2916,26
2917,33
2918,12
2919,3
2920,18
2921,15
2922,26
2923,1
2924,7
2925,11
2926,25
2927,3
2928,5
2929,7
2930,8
2931,11
2932,16
2933,4
2934,27
2935,23
2936,1
2937,7
2938,10
2939,25
2940,5
2941,2
2942,3
2943,5
2944,12
2945,4
2946,18
2947,5
2948,5
2949,37
2950,11
2951,3
2952,25
2953,33
2954,4
2955,38
2956,2
2957,2
2958,30
2959,38
2960,8
2961,2
2962,6
2963,25
2964,3
2965,12
2966,36
2967,4
2968,5
2969,32
2970,10
2971,13
2972,1
2973,31
2974,30
2975,3
2976,14
2977,14
2978,3
2979,17
2980,27
2981,11
2982,8
2983,13
2984,1
2985,9
2986,16
2987,5
2988,9
2989,16
2990,12
2991,7
2992,31
2993,10
2994,9
2995,27
2996,13
2997,17
