,0
629,36
630,4
631,9
632,2
633,3
634,13
635,31
636,36
637,11
638,5
639,11
640,1
641,38
642,18
643,33
644,35
645,1
646,13
647,35
648,2
649,25
650,12
651,2
652,2
653,34
654,13
655,38
656,10
657,1
658,15
659,21
660,38
661,40
662,4
663,38
664,2
665,18
666,10
667,3
668,30
669,32
670,2
671,7
672,9
673,18
674,25
675,4
676,38
677,10
678,17
679,4
680,11
681,2
682,13
683,10
684,39
685,40
686,11
687,4
688,2
689,9
690,11
691,10
692,24
693,10
694,27
695,10
696,30
697,3
698,12
699,13
700,36
701,15
702,16
703,3
704,34
705,1
706,12
707,14
708,17
709,4
710,10
711,31
712,9
713,13
714,5
715,7
716,1
717,10
718,12
719,17
720,1
721,5
722,23
723,31
724,36
725,4
726,13
727,22
728,38
729,14
730,5
731,39
732,12
733,29
734,9
735,1
736,38
737,0
738,7
739,40
740,38
741,24
742,3
743,13
744,13
745,10
746,5
747,31
748,2
749,4
750,17
751,31
752,5
753,25
754,23
755,41
756,38
757,2
758,39
759,10
760,0
761,8
762,11
763,24
764,12
765,2
766,7
767,3
768,25
769,18
770,13
771,38
772,27
773,4
774,9
775,25
776,15
777,9
778,7
779,1
780,9
781,15
782,13
783,13
784,28
785,9
786,38
787,38
788,4
789,20
790,5
791,25
792,4
793,22
794,25
795,8
796,9
797,31
798,11
799,13
800,26
801,17
802,1
803,17
804,9
805,31
806,10
807,0
808,1
809,28
810,12
811,10
812,4
813,8
814,12
815,13
816,38
817,32
818,1
819,8
820,38
821,11
822,11
823,3
824,2
825,14
826,9
827,24
828,35
829,34
830,26
831,14
832,1
833,14
834,32
835,33
836,1
837,10
838,37
839,30
840,13
841,26
842,13
843,28
844,18
845,17
846,19
847,12
848,22
849,35
850,3
851,9
852,33
853,12
854,40
855,32
856,3
857,14
858,1
859,33
860,25
861,5
862,11
863,3
864,1
865,10
866,7
867,18
868,42
869,18
870,9
871,13
872,25
873,9
874,33
875,24
876,16
877,12
878,18
879,39
880,0
881,4
882,11
883,2
884,38
885,38
886,38
887,6
888,38
889,7
890,28
891,12
892,8
893,7
894,11
895,4
896,3
897,13
898,5
899,3
900,2
901,5
902,5
903,9
904,29
905,34
906,3
907,2
908,14
909,4
910,2
911,10
912,4
913,18
914,4
915,13
916,13
917,31
918,9
919,18
920,15
921,35
922,13
923,35
924,28
925,28
926,20
927,17
928,16
929,8
930,10
931,4
932,8
933,2
934,38
935,5
936,11
937,22
938,10
939,11
940,38
941,18
942,38
943,7
944,8
945,38
946,26
947,13
948,5
949,23
950,5
951,18
952,7
953,25
954,6
955,17
956,5
957,8
958,9
959,7
960,10
961,3
962,7
963,2
964,11
965,4
966,4
967,3
968,38
969,1
970,3
971,0
972,38
973,34
974,12
975,23
976,5
977,5
978,2
979,38
980,16
981,14
982,35
983,16
984,12
985,0
986,34
987,30
988,12
989,3
990,35
991,11
992,9
993,13
994,34
995,1
996,7
997,12
998,11
999,34
1000,28
1001,13
1002,6
1003,8
1004,31
1005,12
1006,25
1007,10
1008,5
1009,5
1010,29
1011,8
1012,10
1013,10
1014,9
1015,9
1016,13
1017,33
1018,14
1019,1
1020,6
1021,14
1022,13
1023,30
1024,8
1025,28
1026,8
1027,1
1028,5
1029,10
1030,23
1031,33
1032,11
1033,2
1034,3
1035,4
1036,4
1037,11
1038,5
1039,4
1040,4
1041,5
1042,16
1043,7
1044,4
1045,10
1046,20
1047,12
1048,25
1049,35
1050,1
1051,8
1052,14
1053,9
1054,10
1055,35
1056,30
1057,9
1058,11
1059,4
1060,38
1061,28
1062,9
1063,10
1064,4
1065,4
1066,5
1067,30
1068,10
1069,2
1070,1
1071,28
1072,34
1073,5
1074,3
1075,38
1076,8
1077,5
1078,14
1079,5
1080,18
1081,33
1082,42
1083,1
1084,1
1085,25
1086,13
1087,4
1088,2
1089,4
1090,32
1091,8
1092,3
1093,17
1094,29
1095,31
1096,1
1097,10
1098,11
1099,3
1100,35
1101,2
1102,35
1103,2
1104,10
1105,30
1106,1
1107,25
1108,36
1109,12
1110,5
1111,13
1112,13
1113,4
1114,25
1115,17
1116,5
1117,2
1118,35
1119,18
1120,14
1121,11
1122,7
1123,7
1124,36
1125,7
1126,27
1127,12
1128,8
1129,13
1130,38
1131,3
1132,8
1133,4
1134,8
1135,2
1136,13
1137,3
1138,8
1139,2
1140,7
1141,12
1142,2
1143,10
1144,2
1145,12
1146,35
1147,15
1148,7
1149,5
1150,6
1151,38
1152,38
1153,17
1154,8
1155,38
1156,5
1157,36
1158,16
1159,4
1160,26
1161,25
1162,31
1163,5
1164,8
1165,2
1166,3
1167,10
1168,13
1169,1
1170,25
1171,1
1172,11
1173,9
1174,25
1175,6
1176,8
1177,25
1178,1
1179,11
1180,5
1181,19
1182,1
1183,21
1184,12
1185,35
1186,2
1187,37
1188,28
1189,1
1190,38
1191,13
1192,13
1193,7
1194,8
1195,30
1196,2
1197,7
1198,41
1199,25
1200,23
1201,8
1202,4
1203,16
1204,25
1205,41
1206,14
1207,10
1208,17
1209,1
1210,9
1211,31
1212,19
1213,4
1214,13
1215,7
1216,28
1217,6
1218,20
1219,13
1220,12
1221,1
1222,35
1223,40
1224,17
1225,12
1226,13
1227,31
1228,2
1229,4
1230,37
1231,3
1232,42
1233,25
1234,39
1235,30
1236,33
1237,4
1238,1
1239,29
1240,38
1241,33
1242,38
1243,30
1244,9
1245,10
1246,10
1247,9
1248,20
1249,14
1250,1
1251,26
1252,35
1253,9
1254,14
1255,29
1256,0
1257,20
1258,11
1259,12
1260,9
1261,18
1262,4
1263,25
1264,10
1265,5
1266,6
1267,21
1268,12
1269,5
1270,5
1271,28
1272,10
1273,18
1274,18
1275,6
1276,10
1277,34
1278,18
1279,38
1280,15
1281,7
1282,9
1283,1
1284,3
1285,34
1286,10
1287,8
1288,10
1289,3
1290,10
1291,13
1292,15
1293,38
1294,13
1295,3
1296,5
1297,10
1298,4
1299,17
1300,39
1301,35
1302,33
1303,13
1304,9
1305,13
1306,26
1307,18
1308,31
1309,11
1310,5
1311,1
1312,35
1313,4
1314,14
1315,1
1316,20
1317,2
1318,12
1319,20
1320,2
1321,13
1322,10
1323,5
1324,2
1325,13
1326,9
1327,8
1328,11
1329,13
1330,5
1331,1
1332,30
1333,17
1334,12
1335,12
1336,5
1337,18
1338,38
1339,35
1340,2
1341,38
1342,0
1343,8
1344,3
1345,4
1346,7
1347,14
1348,12
1349,7
1350,5
1351,33
1352,12
1353,10
1354,36
1355,41
1356,15
1357,1
1358,35
1359,28
1360,33
1361,37
1362,39
1363,40
1364,3
1365,4
1366,7
1367,1
1368,21
1369,13
1370,14
1371,31
1372,12
1373,21
1374,2
1375,22
1376,25
1377,17
1378,35
1379,5
1380,27
1381,5
1382,10
1383,13
1384,4
1385,30
1386,12
1387,25
1388,35
1389,8
1390,5
1391,26
1392,1
1393,4
1394,34
1395,9
1396,11
1397,9
1398,1
1399,20
1400,1
1401,10
1402,2
1403,13
1404,8
1405,26
1406,15
1407,25
1408,1
1409,30
1410,12
1411,33
1412,13
1413,5
1414,10
1415,4
1416,1
1417,15
1418,28
1419,40
1420,18
1421,38
1422,36
1423,13
1424,3
1425,29
1426,15
1427,10
1428,8
1429,10
1430,4
1431,10
1432,39
1433,13
1434,24
1435,17
1436,18
1437,38
1438,4
1439,8
1440,1
1441,2
1442,11
1443,38
1444,6
1445,12
1446,5
1447,35
1448,23
1449,2
1450,39
1451,9
1452,9
1453,3
1454,36
1455,11
1456,30
1457,23
1458,1
1459,2
1460,13
1461,7
1462,30
1463,39
1464,18
1465,37
1466,25
1467,14
1468,9
1469,19
1470,10
1471,9
1472,2
1473,13
1474,11
1475,41
1476,4
1477,36
1478,5
1479,14
1480,9
1481,3
1482,17
1483,1
1484,16
1485,20
1486,8
1487,11
1488,22
1489,6
1490,15
1491,38
1492,5
1493,37
1494,12
1495,8
1496,23
1497,23
1498,38
1499,2
1500,1
1501,11
1502,18
1503,10
1504,17
1505,1
1506,12
1507,10
1508,25
1509,5
1510,36
1511,38
1512,25
1513,24
1514,1
1515,8
1516,6
1517,16
1518,28
1519,17
1520,2
1521,32
1522,18
1523,4
1524,24
1525,1
1526,33
1527,23
1528,33
1529,1
1530,7
1531,1
1532,33
1533,13
1534,38
1535,17
1536,7
1537,30
1538,7
1539,35
1540,4
1541,1
1542,9
1543,3
1544,9
1545,13
1546,3
1547,8
1548,34
1549,14
1550,35
1551,7
1552,4
1553,4
1554,38
1555,11
1556,18
1557,31
1558,2
1559,23
1560,25
1561,19
1562,13
1563,12
1564,13
1565,42
1566,11
1567,35
1568,29
1569,4
1570,2
1571,23
1572,31
1573,12
1574,11
1575,38
1576,18
1577,15
1578,20
1579,5
1580,3
1581,4
1582,26
1583,26
1584,10
1585,12
1586,31
1587,13
1588,33
1589,30
1590,2
1591,2
1592,7
1593,29
1594,13
1595,18
1596,42
1597,18
1598,18
1599,23
1600,2
1601,4
1602,35
1603,29
1604,17
1605,6
1606,3
1607,30
1608,5
1609,5
1610,13
1611,2
1612,3
1613,38
1614,4
1615,18
1616,33
1617,18
1618,18
1619,38
1620,1
1621,39
1622,18
1623,33
1624,38
1625,10
1626,14
1627,9
1628,8
1629,7
1630,2
1631,35
1632,1
1633,10
1634,3
1635,2
1636,23
1637,11
1638,17
1639,14
1640,11
1641,11
1642,15
1643,3
1644,2
1645,12
1646,2
1647,25
1648,19
1649,31
1650,10
1651,2
1652,12
1653,34
1654,13
1655,10
1656,5
1657,37
1658,39
1659,34
1660,10
1661,12
1662,18
1663,8
1664,10
1665,3
1666,36
1667,23
1668,10
1669,1
1670,25
1671,1
1672,18
1673,2
1674,7
1675,40
1676,10
1677,17
1678,7
1679,5
1680,12
1681,5
1682,5
1683,11
1684,32
1685,15
1686,24
1687,1
1688,17
1689,11
1690,35
1691,14
1692,25
1693,4
1694,38
1695,5
1696,4
1697,39
1698,10
1699,5
1700,9
1701,8
1702,12
1703,34
1704,33
1705,27
1706,9
1707,5
1708,25
1709,1
1710,20
1711,5
1712,4
1713,1
1714,10
1715,5
1716,10
1717,9
1718,10
1719,15
1720,5
1721,3
1722,18
1723,3
1724,17
1725,35
1726,41
1727,35
1728,22
1729,2
1730,17
1731,3
1732,19
1733,21
1734,15
1735,39
1736,31
1737,42
1738,3
1739,7
1740,11
1741,26
1742,12
1743,26
1744,18
1745,35
1746,8
1747,12
1748,25
1749,11
1750,13
1751,33
1752,33
1753,25
1754,9
1755,9
1756,8
1757,5
1758,3
1759,21
1760,25
1761,23
1762,3
1763,29
1764,11
1765,32
1766,38
1767,7
1768,10
1769,22
1770,6
1771,38
1772,31
1773,21
1774,23
1775,6
1776,33
1777,36
1778,35
1779,1
1780,35
1781,11
1782,38
1783,15
1784,20
1785,17
1786,4
1787,12
1788,2
1789,5
1790,12
1791,4
1792,8
1793,3
1794,17
1795,35
1796,26
1797,36
1798,10
1799,35
1800,38
1801,31
1802,12
1803,10
1804,2
1805,1
1806,8
1807,8
1808,2
1809,2
1810,8
1811,5
1812,1
1813,15
1814,2
1815,22
1816,7
1817,3
1818,38
1819,34
1820,1
1821,29
1822,25
1823,1
1824,11
1825,4
1826,13
1827,12
1828,23
1829,11
1830,34
1831,17
1832,14
1833,14
1834,9
1835,1
1836,4
1837,18
1838,10
1839,3
1840,41
1841,38
1842,5
1843,17
1844,38
1845,31
1846,4
1847,13
1848,13
1849,34
1850,10
1851,28
1852,3
1853,4
1854,6
1855,38
1856,38
1857,39
1858,10
1859,10
1860,1
1861,34
1862,26
1863,7
1864,38
1865,27
1866,26
1867,5
1868,9
1869,31
1870,30
1871,8
1872,35
1873,38
1874,1
1875,1
1876,38
1877,1
1878,13
1879,25
1880,31
1881,38
1882,9
1883,15
1884,31
1885,33
1886,5
1887,13
1888,4
1889,5
1890,8
1891,1
1892,10
1893,35
1894,8
1895,26
1896,38
1897,7
1898,35
1899,4
1900,14
1901,31
1902,15
1903,6
1904,12
1905,17
1906,1
1907,13
1908,1
1909,2
1910,37
1911,28
1912,4
1913,5
1914,4
1915,25
1916,11
1917,36
1918,2
1919,38
1920,5
1921,12
1922,17
1923,40
1924,22
1925,1
1926,4
1927,11
1928,40
1929,31
1930,21
1931,35
1932,21
1933,38
1934,3
1935,38
1936,4
1937,9
1938,2
1939,12
1940,22
1941,35
1942,1
1943,17
1944,10
1945,22
1946,8
1947,13
1948,1
1949,35
1950,7
1951,25
1952,32
1953,36
1954,11
1955,1
1956,42
1957,6
1958,13
1959,3
1960,8
1961,38
1962,4
1963,3
1964,13
1965,35
1966,5
1967,38
1968,14
1969,5
1970,10
1971,14
1972,18
1973,1
1974,33
1975,17
1976,35
1977,5
1978,11
1979,9
1980,8
1981,1
1982,38
1983,10
1984,11
1985,7
1986,4
1987,9
1988,8
1989,31
1990,25
1991,40
1992,12
1993,5
1994,10
1995,4
1996,4
1997,6
1998,10
1999,25
2000,1
2001,1
2002,3
2003,10
2004,38
2005,35
2006,12
2007,15
2008,36
2009,28
2010,37
2011,18
2012,4
2013,21
2014,25
2015,1
2016,1
2017,13
2018,7
2019,18
2020,38
2021,42
2022,38
2023,11
2024,8
2025,3
2026,4
2027,25
2028,8
2029,14
2030,42
2031,1
2032,5
2033,28
2034,2
2035,25
2036,13
2037,4
2038,5
2039,36
2040,5
2041,13
2042,3
2043,33
2044,2
2045,24
2046,22
2047,39
2048,30
2049,0
2050,8
2051,15
2052,5
2053,31
2054,35
2055,5
2056,2
2057,38
2058,3
2059,13
2060,7
2061,32
2062,33
2063,38
2064,33
2065,5
2066,1
2067,2
2068,1
2069,18
2070,7
2071,10
2072,1
2073,2
2074,13
2075,35
2076,38
2077,25
2078,7
2079,22
2080,3
2081,5
2082,9
2083,12
2084,9
2085,2
2086,31
2087,13
2088,6
2089,12
2090,19
2091,5
2092,23
2093,38
2094,38
2095,25
2096,20
2097,35
2098,12
2099,38
2100,8
2101,38
2102,1
2103,15
2104,30
2105,7
2106,1
2107,35
2108,3
2109,38
2110,2
2111,12
2112,25
2113,25
2114,35
2115,15
2116,27
2117,12
2118,13
2119,2
2120,5
2121,18
2122,8
2123,22
2124,13
2125,18
2126,32
2127,35
2128,27
2129,1
2130,10
2131,11
2132,2
2133,11
2134,13
2135,10
2136,10
2137,19
2138,33
2139,4
2140,10
2141,9
2142,5
2143,20
2144,18
2145,2
2146,5
2147,16
2148,18
2149,15
2150,1
2151,25
2152,10
2153,3
2154,3
2155,21
2156,17
2157,2
2158,10
2159,25
2160,8
2161,38
2162,24
2163,11
2164,1
2165,12
2166,39
2167,12
2168,12
2169,12
2170,33
2171,7
2172,39
2173,15
2174,30
2175,4
2176,20
2177,34
2178,5
2179,38
2180,24
2181,18
2182,1
2183,38
2184,21
2185,41
2186,25
2187,18
2188,4
2189,8
2190,16
2191,1
2192,5
2193,1
2194,12
2195,2
2196,8
2197,8
2198,5
2199,36
2200,18
2201,7
2202,38
2203,28
2204,25
2205,38
2206,23
2207,31
2208,35
2209,4
2210,23
2211,38
2212,9
2213,38
2214,23
2215,9
2216,12
2217,35
2218,7
2219,11
2220,9
2221,13
2222,4
2223,33
2224,8
2225,7
2226,13
2227,3
2228,25
2229,3
2230,2
2231,15
2232,14
2233,23
2234,12
2235,18
2236,7
2237,26
2238,17
2239,10
2240,11
2241,1
2242,10
2243,13
2244,38
2245,3
2246,1
2247,31
2248,9
2249,3
2250,1
2251,11
2252,9
2253,42
2254,12
2255,5
2256,2
2257,1
2258,13
2259,11
2260,6
2261,12
2262,39
2263,22
2264,14
2265,10
2266,7
2267,30
2268,7
2269,17
2270,7
2271,9
2272,7
2273,7
2274,21
2275,36
2276,7
2277,38
2278,11
2279,2
2280,1
2281,2
2282,4
2283,1
2284,15
2285,35
2286,38
2287,2
2288,11
2289,7
2290,40
2291,22
2292,7
2293,13
2294,38
2295,12
2296,38
2297,31
2298,18
2299,35
2300,12
2301,38
2302,9
2303,3
2304,18
2305,18
2306,10
2307,4
2308,8
2309,13
2310,15
2311,25
2312,8
2313,4
2314,5
2315,1
2316,36
2317,38
2318,38
2319,3
2320,27
2321,42
2322,7
2323,38
2324,3
2325,35
2326,4
2327,9
2328,12
2329,38
2330,4
2331,1
2332,40
2333,3
2334,22
2335,4
2336,10
2337,36
2338,13
2339,25
2340,10
2341,18
2342,31
2343,1
2344,25
2345,15
2346,41
2347,9
2348,29
2349,18
2350,18
2351,18
2352,13
2353,33
2354,25
2355,1
2356,34
2357,5
2358,29
2359,3
2360,37
2361,7
2362,38
2363,28
2364,32
2365,6
2366,35
2367,10
2368,13
2369,38
2370,4
2371,28
2372,25
2373,18
2374,38
2375,28
2376,35
2377,19
2378,7
2379,2
2380,3
2381,38
2382,9
2383,36
2384,38
2385,14
2386,10
2387,10
2388,8
2389,25
2390,26
2391,30
2392,13
2393,26
2394,1
2395,27
2396,18
2397,37
2398,18
2399,10
2400,38
2401,13
2402,28
2403,13
2404,3
2405,4
2406,6
2407,13
2408,25
2409,12
2410,12
2411,3
2412,3
2413,13
2414,38
2415,26
2416,7
2417,33
2418,13
2419,22
2420,5
2421,41
2422,18
2423,32
2424,19
2425,4
2426,2
2427,38
2428,5
2429,28
2430,14
2431,1
2432,12
2433,3
2434,21
2435,26
2436,2
2437,27
2438,11
2439,38
2440,18
2441,20
2442,12
2443,30
2444,12
2445,10
2446,34
2447,18
2448,3
2449,2
2450,28
2451,38
2452,35
2453,5
2454,8
2455,17
2456,7
2457,2
2458,35
2459,1
2460,27
2461,5
2462,16
2463,34
2464,13
2465,25
2466,4
2467,2
2468,17
2469,5
2470,3
2471,28
2472,5
2473,8
2474,23
2475,40
2476,4
2477,17
2478,1
2479,9
2480,17
2481,39
2482,18
2483,34
2484,17
2485,28
2486,31
2487,1
2488,35
2489,39
2490,5
2491,35
2492,14
2493,12
2494,22
2495,28
2496,35
2497,3
2498,7
2499,18
2500,25
2501,2
2502,6
2503,12
2504,2
2505,22
2506,13
2507,25
2508,21
2509,3
2510,20
2511,1
2512,10
2513,13
2514,25
2515,9
2516,15
2517,22
2518,33
2519,7
2520,2
2521,26
2522,38
2523,8
2524,18
2525,0
2526,1
2527,7
2528,12
2529,11
2530,25
2531,35
2532,31
2533,4
2534,5
2535,17
2536,8
2537,8
2538,7
2539,29
2540,20
2541,1
2542,4
2543,34
2544,8
2545,8
2546,35
2547,5
2548,13
2549,13
2550,14
2551,38
2552,30
2553,5
2554,2
2555,21
2556,23
2557,42
2558,18
2559,10
2560,12
2561,28
2562,8
2563,9
2564,17
2565,38
2566,13
2567,11
2568,35
2569,28
2570,38
2571,17
2572,38
2573,13
2574,25
2575,25
2576,13
2577,4
2578,2
2579,18
2580,7
2581,9
2582,26
2583,31
2584,4
2585,28
2586,13
2587,13
2588,3
2589,8
2590,38
2591,1
2592,10
2593,26
2594,37
2595,1
2596,4
2597,13
2598,8
2599,8
2600,27
2601,38
2602,9
2603,38
2604,2
2605,14
2606,6
2607,23
2608,5
2609,8
2610,1
2611,10
2612,6
2613,4
2614,4
2615,4
2616,40
2617,7
2618,5
2619,33
2620,5
2621,7
2622,1
2623,2
2624,2
2625,38
2626,40
2627,33
2628,9
2629,1
2630,12
2631,40
2632,7
2633,12
2634,11
2635,30
2636,8
2637,13
2638,38
2639,2
2640,26
2641,25
2642,11
2643,2
2644,35
2645,10
2646,17
2647,5
2648,24
2649,18
2650,10
2651,4
2652,7
2653,17
2654,14
2655,1
2656,27
2657,5
2658,25
2659,13
2660,20
2661,28
2662,32
2663,8
2664,3
2665,9
2666,14
2667,8
2668,3
2669,9
2670,23
2671,10
2672,9
2673,13
2674,10
2675,22
2676,36
2677,9
2678,38
2679,32
2680,4
2681,3
2682,2
2683,1
2684,30
2685,4
2686,16
2687,38
2688,17
2689,18
2690,9
2691,36
2692,13
2693,14
2694,18
2695,5
2696,10
2697,0
2698,9
2699,8
2700,16
2701,1
2702,21
2703,0
2704,23
2705,1
2706,37
2707,40
2708,17
2709,4
2710,0
2711,38
2712,3
2713,24
2714,38
2715,41
2716,31
2717,11
2718,5
2719,12
2720,38
2721,9
2722,3
2723,3
2724,14
2725,3
2726,5
2727,25
2728,38
2729,13
2730,21
2731,12
2732,3
2733,14
2734,4
2735,10
2736,33
2737,15
2738,38
2739,9
2740,41
2741,25
2742,4
2743,35
2744,33
2745,15
2746,5
2747,3
2748,25
2749,39
2750,11
2751,2
2752,18
2753,25
2754,12
2755,38
2756,8
2757,35
2758,7
2759,38
2760,1
2761,23
2762,38
2763,7
2764,14
2765,5
2766,10
2767,1
2768,14
2769,33
2770,35
2771,1
2772,18
2773,10
2774,13
2775,25
2776,17
2777,15
2778,25
2779,7
2780,36
2781,4
2782,2
2783,33
2784,1
2785,31
2786,30
2787,4
2788,33
2789,21
2790,35
2791,9
2792,6
2793,31
2794,29
2795,9
2796,7
2797,10
2798,38
2799,4
2800,33
2801,38
2802,38
2803,12
2804,7
2805,12
2806,35
2807,18
2808,0
2809,8
2810,11
2811,13
2812,1
2813,2
2814,1
2815,25
2816,34
2817,13
2818,42
2819,10
2820,31
2821,9
2822,7
2823,2
2824,1
2825,25
2826,1
2827,5
2828,11
2829,25
2830,3
2831,31
2832,35
2833,20
2834,14
2835,4
2836,23
2837,0
2838,1
2839,17
2840,7
2841,34
2842,4
2843,6
2844,12
2845,23
2846,11
2847,36
2848,17
2849,38
2850,38
2851,10
2852,17
2853,1
2854,2
2855,18
2856,29
2857,15
2858,7
2859,5
2860,9
2861,2
2862,3
2863,11
2864,5
2865,22
2866,25
2867,35
2868,4
2869,2
2870,37
2871,13
2872,15
2873,30
2874,38
2875,15
2876,34
2877,17
2878,12
2879,5
2880,9
2881,13
2882,2
2883,12
2884,35
2885,7
2886,8
2887,10
2888,12
2889,16
2890,11
2891,9
2892,4
2893,0
2894,7
2895,15
2896,2
2897,7
2898,27
2899,5
2900,4
2901,31
2902,38
2903,36
2904,12
2905,8
2906,7
2907,7
2908,1
2909,13
2910,18
2911,5
2912,5
2913,28
2914,40
2915,3
2916,12
2917,18
2918,24
2919,1
2920,17
2921,23
2922,25
2923,41
2924,33
2925,32
2926,17
2927,7
2928,5
2929,8
2930,12
2931,18
2932,1
2933,4
2934,34
2935,5
2936,13
2937,12
2938,42
2939,9
2940,11
2941,16
2942,4
2943,27
2944,32
2945,3
2946,28
2947,2
2948,35
2949,33
2950,7
2951,17
2952,9
2953,13
2954,5
2955,26
2956,42
2957,7
2958,27
2959,17
2960,12
2961,2
2962,4
2963,1
2964,29
2965,38
2966,16
2967,19
2968,38
2969,6
2970,25
2971,20
2972,25
2973,4
2974,6
2975,12
2976,35
2977,11
2978,10
2979,37
2980,25
2981,6
2982,39
2983,5
2984,39
2985,2
2986,39
2987,5
2988,10
2989,17
2990,25
2991,17
2992,34
2993,16
2994,12
2995,38
2996,18
2997,0
