,0
891,9
892,17
893,28
894,8
895,11
896,12
897,12
898,2
899,3
900,35
901,5
902,33
903,31
904,25
905,13
906,11
907,10
908,13
909,10
910,18
911,37
912,11
913,12
914,4
915,11
916,28
917,38
918,7
919,36
920,2
921,2
922,0
923,6
924,3
925,23
926,2
927,38
928,8
929,32
930,5
931,36
932,8
933,9
934,12
935,5
936,5
937,2
938,1
939,5
940,3
941,39
942,11
943,2
944,33
945,10
946,0
947,38
948,19
949,4
950,12
951,42
952,0
953,31
954,37
955,3
956,10
957,5
958,37
959,4
960,11
961,8
962,13
963,14
964,12
965,18
966,2
967,7
968,7
969,25
970,12
971,9
972,18
973,5
974,25
975,28
976,2
977,15
978,13
979,2
980,37
981,1
982,10
983,25
984,5
985,10
986,10
987,38
988,31
989,38
990,3
991,7
992,2
993,13
994,41
995,9
996,4
997,13
998,38
999,25
1000,28
1001,25
1002,28
1003,17
1004,42
1005,0
1006,10
1007,9
1008,32
1009,13
1010,9
1011,9
1012,25
1013,13
1014,12
1015,18
1016,10
1017,23
1018,26
1019,3
1020,25
1021,14
1022,12
1023,23
1024,25
1025,5
1026,33
1027,9
1028,7
1029,17
1030,14
1031,13
1032,4
1033,12
1034,29
1035,7
1036,38
1037,24
1038,11
1039,4
1040,14
1041,38
1042,7
1043,35
1044,8
1045,3
1046,16
1047,4
1048,12
1049,7
1050,25
1051,39
1052,9
1053,3
1054,5
1055,6
1056,20
1057,38
1058,8
1059,1
1060,9
1061,7
1062,12
1063,26
1064,38
1065,14
1066,35
1067,17
1068,35
1069,38
1070,4
1071,20
1072,32
1073,35
1074,24
1075,1
1076,7
1077,4
1078,3
1079,18
1080,5
1081,7
1082,10
1083,1
1084,22
1085,4
1086,38
1087,12
1088,33
1089,35
1090,38
1091,1
1092,19
1093,4
1094,31
1095,13
1096,14
1097,4
1098,35
1099,40
1100,9
1101,3
1102,4
1103,11
1104,34
1105,5
1106,12
1107,10
1108,1
1109,1
1110,35
1111,2
1112,35
1113,10
1114,31
1115,1
1116,7
1117,17
1118,9
1119,20
1120,33
1121,10
1122,7
1123,1
1124,3
1125,13
1126,29
1127,13
1128,13
1129,3
1130,19
1131,27
1132,36
1133,8
1134,2
1135,17
1136,9
1137,31
1138,38
1139,13
1140,38
1141,9
1142,38
1143,3
1144,11
1145,4
1146,37
1147,10
1148,2
1149,23
1150,25
1151,3
1152,24
1153,5
1154,28
1155,34
1156,25
1157,10
1158,40
1159,18
1160,25
1161,5
1162,10
1163,9
1164,9
1165,38
1166,12
1167,3
1168,10
1169,12
1170,22
1171,36
1172,12
1173,31
1174,2
1175,18
1176,33
1177,3
1178,8
1179,9
1180,10
1181,21
1182,33
1183,14
1184,8
1185,33
1186,26
1187,8
1188,2
1189,25
1190,25
1191,34
1192,20
1193,2
1194,10
1195,38
1196,3
1197,13
1198,10
1199,9
1200,21
1201,8
1202,13
1203,14
1204,33
1205,8
1206,4
1207,35
1208,41
1209,14
1210,33
1211,1
1212,34
1213,7
1214,32
1215,12
1216,7
1217,42
1218,13
1219,13
1220,5
1221,35
1222,35
1223,38
1224,33
1225,1
1226,2
1227,26
1228,7
1229,36
1230,16
1231,11
1232,26
1233,12
1234,33
1235,8
1236,4
1237,7
1238,17
1239,26
1240,17
1241,8
1242,5
1243,10
1244,38
1245,10
1246,12
1247,8
1248,5
1249,2
1250,5
1251,39
1252,13
1253,4
1254,5
1255,4
1256,9
1257,13
1258,10
1259,7
1260,34
1261,17
1262,9
1263,10
1264,21
1265,32
1266,28
1267,10
1268,12
1269,7
1270,15
1271,4
1272,16
1273,5
1274,18
1275,26
1276,5
1277,18
1278,35
1279,13
1280,7
1281,15
1282,1
1283,19
1284,22
1285,2
1286,25
1287,2
1288,14
1289,38
1290,38
1291,36
1292,5
1293,20
1294,35
1295,21
1296,7
1297,10
1298,10
1299,32
1300,38
1301,28
1302,25
1303,6
1304,2
1305,27
1306,27
1307,41
1308,5
1309,42
1310,10
1311,35
1312,5
1313,14
1314,3
1315,18
1316,16
1317,9
1318,21
1319,7
1320,7
1321,12
1322,17
1323,7
1324,35
1325,24
1326,12
1327,1
1328,10
1329,5
1330,26
1331,10
1332,28
1333,4
1334,17
1335,3
1336,5
1337,22
1338,4
1339,14
1340,38
1341,7
1342,11
1343,34
1344,6
1345,35
1346,13
1347,4
1348,39
1349,21
1350,11
1351,33
1352,28
1353,34
1354,4
1355,17
1356,22
1357,8
1358,12
1359,4
1360,11
1361,35
1362,17
1363,25
1364,9
1365,34
1366,12
1367,17
1368,12
1369,9
1370,10
1371,10
1372,6
1373,32
1374,38
1375,13
1376,13
1377,29
1378,11
1379,4
1380,29
1381,21
1382,36
1383,7
1384,10
1385,13
1386,20
1387,7
1388,28
1389,4
1390,42
1391,12
1392,2
1393,22
1394,37
1395,18
1396,1
1397,7
1398,10
1399,3
1400,13
1401,2
1402,12
1403,28
1404,22
1405,15
1406,9
1407,10
1408,17
1409,5
1410,3
1411,23
1412,5
1413,10
1414,38
1415,14
1416,9
1417,2
1418,38
1419,27
1420,25
1421,3
1422,14
1423,25
1424,29
1425,12
1426,21
1427,32
1428,22
1429,35
1430,10
1431,9
1432,19
1433,8
1434,0
1435,20
1436,31
1437,4
1438,10
1439,3
1440,13
1441,6
1442,1
1443,18
1444,33
1445,13
1446,9
1447,7
1448,26
1449,2
1450,31
1451,12
1452,10
1453,9
1454,12
1455,2
1456,2
1457,11
1458,38
1459,19
1460,31
1461,13
1462,25
1463,15
1464,10
1465,6
1466,3
1467,5
1468,42
1469,0
1470,9
1471,18
1472,12
1473,5
1474,26
1475,1
1476,36
1477,31
1478,3
1479,5
1480,34
1481,5
1482,13
1483,10
1484,17
1485,33
1486,25
1487,26
1488,35
1489,26
1490,38
1491,2
1492,11
1493,10
1494,4
1495,33
1496,39
1497,5
1498,9
1499,5
1500,25
1501,7
1502,13
1503,11
1504,34
1505,4
1506,31
1507,27
1508,42
1509,38
1510,12
1511,10
1512,42
1513,41
1514,35
1515,2
1516,32
1517,13
1518,20
1519,3
1520,4
1521,7
1522,23
1523,10
1524,18
1525,7
1526,1
1527,14
1528,22
1529,2
1530,4
1531,12
1532,9
1533,15
1534,13
1535,4
1536,29
1537,8
1538,25
1539,2
1540,3
1541,12
1542,5
1543,4
1544,8
1545,20
1546,13
1547,6
1548,12
1549,8
1550,39
1551,12
1552,23
1553,33
1554,12
1555,5
1556,13
1557,3
1558,8
1559,5
1560,1
1561,35
1562,13
1563,35
1564,9
1565,12
1566,13
1567,3
1568,12
1569,15
1570,28
1571,38
1572,38
1573,4
1574,30
1575,9
1576,18
1577,21
1578,9
1579,1
1580,7
1581,12
1582,30
1583,26
1584,4
1585,12
1586,3
1587,38
1588,31
1589,25
1590,16
1591,13
1592,9
1593,11
1594,4
1595,3
1596,26
1597,12
1598,10
1599,34
1600,25
1601,10
1602,35
1603,36
1604,13
1605,11
1606,20
1607,10
1608,23
1609,35
1610,26
1611,18
1612,4
1613,37
1614,5
1615,14
1616,2
1617,36
1618,1
1619,8
1620,1
1621,4
1622,36
1623,15
1624,4
1625,13
1626,26
1627,11
1628,7
1629,11
1630,2
1631,38
1632,1
1633,32
1634,21
1635,15
1636,16
1637,25
1638,8
1639,17
1640,17
1641,22
1642,23
1643,31
1644,40
1645,25
1646,23
1647,12
1648,7
1649,38
1650,2
1651,15
1652,36
1653,2
1654,12
1655,12
1656,9
1657,34
1658,5
1659,25
1660,38
1661,2
1662,18
1663,3
1664,2
1665,10
1666,4
1667,33
1668,26
1669,2
1670,3
1671,38
1672,8
1673,38
1674,1
1675,34
1676,36
1677,21
1678,5
1679,18
1680,9
1681,13
1682,38
1683,3
1684,2
1685,25
1686,11
1687,10
1688,7
1689,7
1690,34
1691,17
1692,4
1693,16
1694,11
1695,4
1696,8
1697,33
1698,38
1699,38
1700,13
1701,23
1702,25
1703,32
1704,12
1705,10
1706,14
1707,3
1708,4
1709,2
1710,3
1711,38
1712,11
1713,17
1714,4
1715,28
1716,38
1717,12
1718,28
1719,18
1720,10
1721,4
1722,11
1723,25
1724,12
1725,21
1726,15
1727,12
1728,6
1729,40
1730,19
1731,41
1732,11
1733,14
1734,23
1735,3
1736,4
1737,34
1738,34
1739,31
1740,38
1741,10
1742,2
1743,38
1744,35
1745,12
1746,9
1747,31
1748,12
1749,2
1750,38
1751,13
1752,10
1753,5
1754,1
1755,9
1756,4
1757,2
1758,38
1759,12
1760,4
1761,33
1762,12
1763,36
1764,8
1765,35
1766,34
1767,16
1768,5
1769,19
1770,38
1771,4
1772,38
1773,25
1774,25
1775,34
1776,2
1777,10
1778,2
1779,4
1780,13
1781,38
1782,29
1783,38
1784,5
1785,11
1786,7
1787,8
1788,12
1789,2
1790,30
1791,1
1792,13
1793,12
1794,1
1795,10
1796,23
1797,20
1798,25
1799,3
1800,1
1801,14
1802,4
1803,35
1804,8
1805,3
1806,5
1807,6
1808,8
1809,13
1810,6
1811,1
1812,35
1813,17
1814,17
1815,25
1816,14
1817,38
1818,14
1819,33
1820,25
1821,8
1822,4
1823,20
1824,38
1825,9
1826,2
1827,30
1828,16
1829,3
1830,7
1831,12
1832,1
1833,10
1834,11
1835,31
1836,28
1837,38
1838,26
1839,2
1840,25
1841,36
1842,35
1843,4
1844,32
1845,12
1846,25
1847,10
1848,17
1849,4
1850,23
1851,17
1852,2
1853,12
1854,34
1855,2
1856,42
1857,28
1858,18
1859,12
1860,23
1861,5
1862,13
1863,17
1864,12
1865,15
1866,9
1867,10
1868,35
1869,1
1870,13
1871,28
1872,7
1873,8
1874,10
1875,5
1876,36
1877,1
1878,4
1879,5
1880,35
1881,2
1882,38
1883,3
1884,14
1885,30
1886,5
1887,13
1888,26
1889,38
1890,22
1891,10
1892,38
1893,11
1894,33
1895,12
1896,5
1897,11
1898,1
1899,4
1900,31
1901,31
1902,1
1903,31
1904,11
1905,14
1906,40
1907,42
1908,21
1909,14
1910,11
1911,38
1912,31
1913,23
1914,3
1915,33
1916,17
1917,33
1918,3
1919,10
1920,33
1921,26
1922,17
1923,5
1924,7
1925,13
1926,38
1927,13
1928,25
1929,11
1930,27
1931,12
1932,14
1933,15
1934,32
1935,11
1936,17
1937,14
1938,5
1939,17
1940,25
1941,4
1942,35
1943,3
1944,13
1945,3
1946,17
1947,10
1948,2
1949,2
1950,0
1951,26
1952,2
1953,35
1954,1
1955,4
1956,17
1957,7
1958,12
1959,10
1960,2
1961,2
1962,18
1963,8
1964,2
1965,31
1966,4
1967,13
1968,4
1969,18
1970,35
1971,5
1972,38
1973,35
1974,5
1975,3
1976,5
1977,13
1978,10
1979,9
1980,23
1981,10
1982,13
1983,22
1984,28
1985,17
1986,12
1987,10
1988,2
1989,10
1990,25
1991,10
1992,4
1993,2
1994,17
1995,8
1996,15
1997,18
1998,11
1999,18
2000,2
2001,31
2002,17
2003,7
2004,25
2005,18
2006,4
2007,31
2008,5
2009,5
2010,16
2011,25
2012,1
2013,38
2014,34
2015,38
2016,4
2017,25
2018,38
2019,24
2020,5
2021,21
2022,2
2023,8
2024,13
2025,3
2026,24
2027,1
2028,10
2029,10
2030,38
2031,9
2032,16
2033,12
2034,12
2035,34
2036,5
2037,11
2038,25
2039,39
2040,13
2041,35
2042,5
2043,1
2044,5
2045,12
2046,2
2047,3
2048,5
2049,17
2050,1
2051,23
2052,17
2053,4
2054,10
2055,20
2056,18
2057,28
2058,13
2059,4
2060,27
2061,38
2062,26
2063,8
2064,5
2065,18
2066,30
2067,13
2068,9
2069,3
2070,6
2071,5
2072,9
2073,18
2074,7
2075,7
2076,25
2077,4
2078,12
2079,10
2080,1
2081,9
2082,38
2083,13
2084,7
2085,20
2086,31
2087,4
2088,28
2089,2
2090,18
2091,24
2092,11
2093,0
2094,25
2095,12
2096,13
2097,31
2098,33
2099,10
2100,2
2101,25
2102,9
2103,1
2104,9
2105,24
2106,20
2107,3
2108,12
2109,2
2110,12
2111,33
2112,15
2113,12
2114,31
2115,41
2116,37
2117,36
2118,40
2119,39
2120,22
2121,18
2122,3
2123,38
2124,10
2125,1
2126,23
2127,12
2128,27
2129,4
2130,8
2131,8
2132,27
2133,25
2134,13
2135,23
2136,14
2137,17
2138,18
2139,1
2140,9
2141,4
2142,26
2143,20
2144,9
2145,8
2146,3
2147,7
2148,18
2149,2
2150,10
2151,12
2152,39
2153,15
2154,4
2155,4
2156,33
2157,1
2158,7
2159,5
2160,1
2161,1
2162,12
2163,9
2164,12
2165,42
2166,35
2167,2
2168,0
2169,39
2170,17
2171,12
2172,1
2173,35
2174,17
2175,4
2176,3
2177,3
2178,5
2179,19
2180,13
2181,32
2182,1
2183,9
2184,31
2185,13
2186,25
2187,35
2188,14
2189,2
2190,8
2191,13
2192,26
2193,38
2194,6
2195,29
2196,27
2197,2
2198,2
2199,17
2200,39
2201,38
2202,2
2203,35
2204,12
2205,26
2206,28
2207,22
2208,1
2209,26
2210,13
2211,19
2212,3
2213,5
2214,13
2215,5
2216,38
2217,26
2218,26
2219,13
2220,1
2221,9
2222,13
2223,26
2224,32
2225,10
2226,33
2227,25
2228,9
2229,17
2230,2
2231,16
2232,23
2233,42
2234,21
2235,23
2236,7
2237,35
2238,5
2239,24
2240,17
2241,14
2242,35
2243,4
2244,18
2245,20
2246,2
2247,4
2248,40
2249,8
2250,17
2251,8
2252,22
2253,9
2254,20
2255,38
2256,2
2257,2
2258,10
2259,35
2260,13
2261,2
2262,33
2263,30
2264,10
2265,2
2266,38
2267,12
2268,6
2269,24
2270,20
2271,8
2272,4
2273,12
2274,27
2275,28
2276,4
2277,35
2278,31
2279,1
2280,26
2281,17
2282,38
2283,12
2284,33
2285,8
2286,16
2287,31
2288,6
2289,11
2290,33
2291,12
2292,10
2293,5
2294,7
2295,25
2296,3
2297,14
2298,37
2299,12
2300,1
2301,9
2302,31
2303,10
2304,34
2305,25
2306,2
2307,35
2308,33
2309,26
2310,2
2311,11
2312,1
2313,10
2314,27
2315,4
2316,5
2317,7
2318,17
2319,18
2320,35
2321,16
2322,23
2323,16
2324,12
2325,18
2326,1
2327,30
2328,17
2329,1
2330,4
2331,38
2332,38
2333,13
2334,13
2335,25
2336,9
2337,16
2338,18
2339,18
2340,41
2341,23
2342,2
2343,4
2344,13
2345,12
2346,12
2347,7
2348,16
2349,42
2350,9
2351,35
2352,30
2353,6
2354,12
2355,11
2356,16
2357,10
2358,1
2359,2
2360,2
2361,17
2362,38
2363,34
2364,9
2365,10
2366,25
2367,38
2368,38
2369,30
2370,13
2371,4
2372,29
2373,25
2374,5
2375,7
2376,4
2377,5
2378,11
2379,36
2380,13
2381,25
2382,37
2383,39
2384,10
2385,26
2386,11
2387,3
2388,5
2389,24
2390,5
2391,7
2392,4
2393,11
2394,30
2395,10
2396,2
2397,36
2398,4
2399,30
2400,18
2401,5
2402,20
2403,10
2404,5
2405,10
2406,28
2407,37
2408,12
2409,24
2410,13
2411,38
2412,1
2413,10
2414,38
2415,1
2416,12
2417,17
2418,17
2419,2
2420,17
2421,28
2422,14
2423,5
2424,31
2425,18
2426,1
2427,13
2428,13
2429,35
2430,1
2431,13
2432,18
2433,15
2434,4
2435,35
2436,13
2437,33
2438,34
2439,25
2440,1
2441,21
2442,11
2443,9
2444,19
2445,5
2446,13
2447,39
2448,35
2449,4
2450,38
2451,38
2452,25
2453,31
2454,24
2455,2
2456,13
2457,5
2458,1
2459,4
2460,11
2461,35
2462,14
2463,12
2464,8
2465,10
2466,11
2467,4
2468,28
2469,10
2470,12
2471,9
2472,4
2473,10
2474,4
2475,18
2476,36
2477,7
2478,18
2479,1
2480,9
2481,2
2482,8
2483,14
2484,35
2485,12
2486,18
2487,25
2488,7
2489,10
2490,18
2491,11
2492,11
2493,38
2494,5
2495,30
2496,25
2497,7
2498,10
2499,30
2500,15
2501,8
2502,12
2503,1
2504,1
2505,35
2506,2
2507,1
2508,3
2509,26
2510,2
2511,35
2512,13
2513,8
2514,9
2515,13
2516,7
2517,14
2518,8
2519,28
2520,2
2521,13
2522,8
2523,38
2524,42
2525,27
2526,9
2527,17
2528,4
2529,16
2530,35
2531,8
2532,8
2533,38
2534,34
2535,38
2536,12
2537,38
2538,12
2539,28
2540,28
2541,33
2542,6
2543,25
2544,25
2545,3
2546,14
2547,13
2548,38
2549,2
2550,13
2551,5
2552,18
2553,9
2554,8
2555,10
2556,13
2557,10
2558,9
2559,12
2560,26
2561,9
2562,11
2563,27
2564,25
2565,31
2566,17
2567,35
2568,14
2569,22
2570,3
2571,31
2572,13
2573,4
2574,1
2575,38
2576,10
2577,5
2578,11
2579,38
2580,5
2581,7
2582,15
2583,33
2584,38
2585,18
2586,1
2587,13
2588,28
2589,13
2590,39
2591,18
2592,5
2593,3
2594,8
2595,6
2596,2
2597,29
2598,8
2599,12
2600,5
2601,37
2602,35
2603,5
2604,38
2605,10
2606,14
2607,10
2608,12
2609,13
2610,1
2611,3
2612,18
2613,2
2614,2
2615,3
2616,12
2617,3
2618,4
2619,2
2620,3
2621,22
2622,15
2623,25
2624,10
2625,2
2626,13
2627,12
2628,4
2629,25
2630,15
2631,25
2632,5
2633,9
2634,13
2635,11
2636,1
2637,31
2638,18
2639,32
2640,7
2641,18
2642,17
2643,4
2644,23
2645,2
2646,38
2647,38
2648,14
2649,11
2650,11
2651,25
2652,3
2653,18
2654,11
2655,13
2656,10
2657,12
2658,38
2659,31
2660,15
2661,21
2662,31
2663,1
2664,2
2665,5
2666,26
2667,22
2668,10
2669,1
2670,41
2671,12
2672,5
2673,5
2674,23
2675,6
2676,8
2677,2
2678,2
2679,1
2680,15
2681,38
2682,24
2683,25
2684,4
2685,31
2686,38
2687,25
2688,4
2689,3
2690,7
2691,4
2692,12
2693,1
2694,0
2695,35
2696,25
2697,25
2698,2
2699,15
2700,35
2701,8
2702,7
2703,1
2704,13
2705,2
2706,15
2707,31
2708,5
2709,4
2710,8
2711,4
2712,18
2713,25
2714,34
2715,12
2716,2
2717,9
2718,12
2719,38
2720,38
2721,9
2722,12
2723,10
2724,12
2725,0
2726,35
2727,23
2728,4
2729,13
2730,28
2731,42
2732,8
2733,9
2734,3
2735,13
2736,14
2737,9
2738,3
2739,18
2740,25
2741,12
2742,13
2743,4
2744,17
2745,4
2746,8
2747,17
2748,5
2749,38
2750,18
2751,31
2752,38
2753,13
2754,31
2755,5
2756,4
2757,20
2758,12
2759,13
2760,8
2761,22
2762,25
2763,25
2764,13
2765,13
2766,38
2767,13
2768,38
2769,12
2770,25
2771,2
2772,12
2773,30
2774,12
2775,30
2776,5
2777,4
2778,16
2779,38
2780,1
2781,17
2782,21
2783,38
2784,1
2785,7
2786,28
2787,4
2788,17
2789,13
2790,11
2791,13
2792,31
2793,19
2794,17
2795,25
2796,3
2797,12
2798,5
2799,13
2800,1
2801,4
2802,23
2803,5
2804,35
2805,30
2806,22
2807,3
2808,10
2809,7
2810,13
2811,3
2812,10
2813,4
2814,9
2815,17
2816,1
2817,27
2818,17
2819,2
2820,10
2821,5
2822,1
2823,7
2824,25
2825,38
2826,26
2827,1
2828,4
2829,24
2830,12
2831,41
2832,11
2833,32
2834,41
2835,1
2836,2
2837,12
2838,8
2839,35
2840,35
2841,6
2842,12
2843,14
2844,19
2845,20
2846,13
2847,6
2848,5
2849,8
2850,12
2851,3
2852,38
2853,25
2854,17
2855,35
2856,23
2857,19
2858,2
2859,7
2860,9
2861,8
2862,25
2863,13
2864,2
2865,19
2866,38
2867,8
2868,2
2869,19
2870,13
2871,33
2872,38
2873,4
2874,1
2875,18
2876,5
2877,2
2878,4
2879,9
2880,13
2881,10
2882,9
2883,5
2884,31
2885,4
2886,1
2887,18
2888,2
2889,18
2890,25
2891,28
2892,12
2893,40
2894,26
2895,18
2896,9
2897,8
2898,4
2899,3
2900,17
2901,18
2902,25
2903,2
2904,42
2905,4
2906,1
2907,8
2908,16
2909,1
2910,9
2911,31
2912,33
2913,2
2914,3
2915,8
2916,35
2917,0
2918,18
2919,22
2920,9
2921,8
2922,7
2923,9
2924,38
2925,7
2926,9
2927,2
2928,42
2929,17
2930,40
2931,4
2932,12
2933,22
2934,13
2935,37
2936,14
2937,40
2938,9
2939,40
2940,18
2941,2
2942,38
2943,20
2944,1
2945,23
2946,10
2947,15
2948,41
2949,1
2950,9
2951,33
2952,17
2953,41
2954,32
2955,23
2956,28
2957,15
2958,10
2959,1
2960,3
2961,9
2962,10
2963,31
2964,4
2965,33
2966,2
2967,5
2968,1
2969,18
2970,16
2971,25
2972,13
2973,25
2974,4
2975,21
2976,5
2977,31
2978,13
2979,20
2980,9
2981,1
2982,8
2983,8
2984,9
2985,3
2986,14
2987,10
2988,6
2989,1
2990,7
2991,35
2992,31
2993,6
2994,18
2995,17
2996,33
2997,31
